CellLifeId,birthLength,AverageLength,AverageVelocity,LifeHistory,GrowthRate
1.0,32.0935134887695,30.715152220292524,-0.019,209.0,-0.001
2.0,28.4377307891846,28.88439655303955,-0.534,26.0,-0.011
3.0,22.5080471038818,21.849478607177733,-0.466,25.0,-0.001
4.0,23.734935760498,24.34058837890624,-0.479,25.0,0.001
5.0,30.1431484222412,31.95861046130841,-0.299,26.0,-0.013
6.0,22.0598850250244,23.358335647583008,-0.49,25.0,0.003
7.0,35.0854873657227,34.02350849575467,-0.654,18.0,-0.001
8.0,28.812915802002,32.710937347412106,-0.461,25.0,0.005
9.0,21.2279243469238,21.386844253540044,-0.462,25.0,0.0
10.0,35.5741691589355,36.007890383402504,-0.953,12.0,0.001
11.0,26.7584915161133,26.43238082885742,-0.426,25.0,0.0
12.0,26.4634590148926,27.053192954702475,-0.054,194.0,0.0
13.0,20.735818862915,21.19819938659668,-0.395,25.0,0.002
14.0,23.0801753997803,23.8182804107666,-0.353,25.0,0.002
15.0,28.2821407318115,27.01160969052996,-0.294,28.0,-0.002
16.0,26.9833545684814,30.029457092285146,-0.444,25.0,0.005
17.0,35.4714965820313,35.271112823486334,-0.284,25.0,0.0
18.0,27.9529991149902,29.65041857499343,-0.358,26.0,-0.006
19.0,24.9475269317627,25.55696244170701,0.071,276.0,-0.0
20.0,24.5309867858887,24.71770294189453,0.035,25.0,0.001
21.0,22.6331024169922,22.744990242852122,-0.308,9.0,0.0
22.0,33.2325096130371,33.245239893595375,-0.017,12.0,-0.001
23.0,21.8569679260254,21.51587465074329,-0.206,9.0,-0.003
24.0,23.2519607543945,24.537174072265625,-0.022,25.0,0.005
25.0,15.8834838867188,15.8834838867188,0.0,1.0,0.0
26.0,15.5254793167114,15.5254793167114,0.0,1.0,0.0
27.0,14.8954162597656,14.8954162597656,0.0,1.0,0.0
28.0,13.2945976257324,13.2945976257324,0.0,1.0,0.0
29.0,14.0093030929565,14.0093030929565,0.0,1.0,0.0
30.0,16.1644344329834,16.1644344329834,0.0,1.0,0.0
31.0,15.3857450485229,21.524545764923083,0.265,10.0,0.027
32.0,23.3643569946289,25.19878654479981,0.281,10.0,-0.0
33.0,7.86268520355225,7.86268520355225,0.0,1.0,0.0
34.0,18.153715133667,20.256018774850027,0.739,14.0,-0.003
35.0,11.5057487487793,11.5057487487793,0.0,1.0,0.0
36.0,13.6977043151855,13.6977043151855,0.0,1.0,0.0
